00:00:3A:4A:45:3A;2016-10-07T07:39:00Z;2016-10-07T09:03:00Z;2016-10-07T09:03:00Z;2016-10-07T09:03:00Z;2016-10-07T09:03:00Z
00:00:76:97:58:76;2016-10-07T09:15:00Z;2016-10-07T09:29:00Z;2016-10-07T09:29:00Z;2016-10-07T09:29:00Z;2016-10-07T09:29:00Z
00:07:88:AA:59:12;2016-10-07T11:01:00Z;2016-10-07T11:27:00Z;2016-10-07T11:27:00Z;2016-10-07T11:27:00Z;2016-10-07T11:27:00Z
00:08:22:04:2E:3F;2016-10-07T19:43:00Z;2016-10-07T19:43:00Z;2016-10-07T19:51:00Z;2016-10-07T19:51:00Z;2016-10-07T19:51:00Z
00:08:22:29:11:4B;2016-10-07T14:08:00Z;2016-10-07T14:08:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z
00:08:22:3E:CB:FB;2016-10-07T18:24:00Z;2016-10-07T18:32:00Z;2016-10-07T18:32:00Z;2016-10-07T18:32:00Z;2016-10-07T18:32:00Z
00:08:22:40:E7:FB;2016-10-07T19:20:00Z;2016-10-07T19:20:00Z;2016-10-07T19:56:00Z;2016-10-07T19:56:00Z;2016-10-07T19:56:00Z
00:08:22:5B:0A:07;2016-10-07T09:49:00Z;2016-10-07T09:57:00Z;2016-10-07T09:57:00Z;2016-10-07T09:57:00Z;2016-10-07T09:57:00Z
00:08:22:9E:6A:FC;2016-10-07T21:26:00Z;2016-10-07T21:26:00Z;2016-10-07T22:12:00Z;2016-10-07T22:12:00Z;2016-10-07T22:12:00Z
00:0A:F5:8A:DE:AC;2016-10-07T08:49:00Z;2016-10-07T08:49:00Z;2016-10-07T08:51:00Z;2016-10-07T10:15:00Z;2016-10-07T10:19:00Z
00:12:22:FA:10:17;2016-10-07T20:36:00Z;2016-10-07T20:50:00Z;2016-10-07T20:53:00Z;2016-10-07T21:26:00Z;2016-10-07T21:26:00Z
00:18:60:77:98:CE;2016-10-07T13:06:00Z;2016-10-07T13:06:00Z;2016-10-07T13:33:00Z;2016-10-07T13:33:00Z;2016-10-07T13:33:00Z
00:1A:13:4B:BC:7C;2016-10-07T17:20:00Z;2016-10-07T18:14:00Z;2016-10-07T18:14:00Z;2016-10-07T18:14:00Z;2016-10-07T18:14:00Z
00:1F:E1:9A:E6:79;2016-10-07T08:09:00Z;2016-10-07T08:09:00Z;2016-10-07T08:20:00Z;2016-10-07T08:20:00Z;2016-10-07T08:20:00Z
00:21:19:8F:13:7E;2016-10-07T13:41:00Z;2016-10-07T14:20:00Z;2016-10-07T14:20:00Z;2016-10-07T14:20:00Z;2016-10-07T14:20:00Z
00:23:14:35:DC:9C;2016-10-07T10:04:00Z;2016-10-07T10:29:00Z;2016-10-07T10:29:00Z;2016-10-07T10:29:00Z;2016-10-07T10:29:00Z
00:25:22:3C:D4:A7;2016-10-07T20:52:00Z;2016-10-07T21:15:00Z;2016-10-07T21:15:00Z;2016-10-07T21:15:00Z;2016-10-07T21:15:00Z
00:26:18:08:2B:13;2016-10-07T10:34:00Z;2016-10-07T10:46:00Z;2016-10-07T10:46:00Z;2016-10-07T10:46:00Z;2016-10-07T10:46:00Z
00:26:18:08:2B:13;2016-10-07T14:49:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z
00:34:DA:54:BC:50;2016-10-07T10:39:00Z;2016-10-07T10:57:00Z;2016-10-07T11:00:00Z;2016-10-07T11:00:00Z;2016-10-07T11:00:00Z
00:34:DA:56:A7:BC;2016-10-07T13:32:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z
00:73:8D:2E:30:DB;2016-10-07T10:31:00Z;2016-10-07T10:54:00Z;2016-10-07T10:54:00Z;2016-10-07T10:54:00Z;2016-10-07T10:54:00Z
00:73:E0:8C:64:93;2016-10-07T14:33:00Z;2016-10-07T14:33:00Z;2016-10-07T15:24:00Z;2016-10-07T15:24:00Z;2016-10-07T15:24:00Z
00:90:4C:C5:12:38;2016-10-07T09:18:00Z;2016-10-07T10:01:00Z;2016-10-07T10:01:00Z;2016-10-07T10:01:00Z;2016-10-07T10:01:00Z
00:90:A2:C3:24:38;2016-10-07T13:39:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z;2016-10-07T14:54:00Z
00:AE:FA:74:44:F3;2016-10-07T22:52:00Z;2016-10-07T23:50:00Z;2016-10-07T23:50:00Z;2016-10-07T23:50:00Z;2016-10-07T23:50:00Z
00:AE:FA:CE:BD:06;2016-10-07T12:19:00Z;2016-10-07T12:48:00Z;2016-10-07T12:48:00Z;2016-10-07T12:48:00Z;2016-10-07T12:48:00Z
00:AE:FA:D1:99:FC;2016-10-07T07:49:00Z;2016-10-07T08:06:00Z;2016-10-07T08:06:00Z;2016-10-07T08:06:00Z;2016-10-07T08:06:00Z
00:AE:FA:E1:0A:24;2016-10-07T13:33:00Z;2016-10-07T13:33:00Z;2016-10-07T13:51:00Z;2016-10-07T13:51:00Z;2016-10-07T13:51:00Z
00:E0:4C:86:89:4E;2016-10-07T22:13:00Z;2016-10-07T23:30:00Z;2016-10-07T23:30:00Z;2016-10-07T23:30:00Z;2016-10-07T23:30:00Z
00:F8:1C:3B:B1:4B;2016-10-07T10:22:00Z;2016-10-07T10:40:00Z;2016-10-07T10:40:00Z;2016-10-07T10:40:00Z;2016-10-07T10:40:00Z
02:08:22:29:11:4B;2016-10-07T14:10:00Z;2016-10-07T14:10:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z
02:6A:F8:DF:A1:E1;2016-10-07T15:00:00Z;2016-10-07T15:00:00Z;2016-10-07T15:06:00Z;2016-10-07T15:06:00Z;2016-10-07T15:06:00Z
02:6C:AC:46:3F:65;2016-10-07T05:32:00Z;2016-10-07T06:32:00Z;2016-10-07T06:32:00Z;2016-10-07T06:32:00Z;2016-10-07T06:32:00Z
02:9C:C8:B4:C6:23;2016-10-07T12:31:00Z;2016-10-07T12:37:00Z;2016-10-07T12:37:00Z;2016-10-07T12:37:00Z;2016-10-07T12:37:00Z
04:02:1F:21:51:BD;2016-10-07T13:01:00Z;2016-10-07T13:24:00Z;2016-10-07T13:24:00Z;2016-10-07T13:24:00Z;2016-10-07T13:24:00Z
04:02:1F:2E:0E:7C;2016-10-07T09:17:00Z;2016-10-07T09:28:00Z;2016-10-07T09:28:00Z;2016-10-07T09:28:00Z;2016-10-07T09:28:00Z
04:02:1F:C1:FE:CE;2016-10-07T15:06:00Z;2016-10-07T15:30:00Z;2016-10-07T15:30:00Z;2016-10-07T15:30:00Z;2016-10-07T15:30:00Z
04:48:9A:BC:41:93;2016-10-07T14:05:00Z;2016-10-07T15:54:00Z;2016-10-07T15:54:00Z;2016-10-07T15:54:00Z;2016-10-07T15:54:00Z
04:54:53:A2:EC:55;2016-10-07T15:09:00Z;2016-10-07T15:10:00Z;2016-10-07T15:34:00Z;2016-10-07T15:41:00Z;2016-10-07T16:13:00Z
04:DB:56:58:2A:EF;2016-10-07T12:28:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z
08:21:EF:67:24:95;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z;2016-10-07T15:55:00Z;2016-10-07T16:00:00Z;2016-10-07T16:57:00Z
08:EC:A9:7E:90:0A;2016-10-07T14:55:00Z;2016-10-07T15:04:00Z;2016-10-07T15:04:00Z;2016-10-07T15:04:00Z;2016-10-07T15:04:00Z
08:EE:8B:58:A4:B1;2016-10-07T14:20:00Z;2016-10-07T14:20:00Z;2016-10-07T15:25:00Z;2016-10-07T15:25:00Z;2016-10-07T15:25:00Z
08:EE:8B:A5:84:6F;2016-10-07T08:43:00Z;2016-10-07T09:19:00Z;2016-10-07T09:19:00Z;2016-10-07T09:19:00Z;2016-10-07T09:19:00Z
0A:16:F3:5E:50:92;2016-10-07T14:05:00Z;2016-10-07T14:05:00Z;2016-10-07T14:13:00Z;2016-10-07T14:13:00Z;2016-10-07T14:13:00Z
0A:C6:B9:7E:34:07;2016-10-07T15:10:00Z;2016-10-07T15:10:00Z;2016-10-07T15:18:00Z;2016-10-07T15:18:00Z;2016-10-07T15:18:00Z
0C:D6:BD:28:AE:72;2016-10-07T15:59:00Z;2016-10-07T16:33:00Z;2016-10-07T16:33:00Z;2016-10-07T16:33:00Z;2016-10-07T16:33:00Z
0C:D6:BD:3B:99:47;2016-10-07T11:33:00Z;2016-10-07T11:33:00Z;2016-10-07T12:46:00Z;2016-10-07T12:46:00Z;2016-10-07T12:46:00Z
0C:D6:BD:3B:AD:E3;2016-10-07T14:03:00Z;2016-10-07T14:13:00Z;2016-10-07T14:13:00Z;2016-10-07T14:13:00Z;2016-10-07T14:13:00Z
0C:D6:BD:F4:10:3C;2016-10-07T12:17:00Z;2016-10-07T13:39:00Z;2016-10-07T13:39:00Z;2016-10-07T13:39:00Z;2016-10-07T13:39:00Z
0E:C8:92:1A:C8:7C;2016-10-07T21:31:00Z;2016-10-07T21:47:00Z;2016-10-07T21:47:00Z;2016-10-07T21:47:00Z;2016-10-07T21:47:00Z
10:2A:B3:31:9E:B6;2016-10-07T13:10:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z
10:2A:B3:C4:6C:18;2016-10-07T08:43:00Z;2016-10-07T09:35:00Z;2016-10-07T10:14:00Z;2016-10-07T10:14:00Z;2016-10-07T10:14:00Z
10:30:47:18:94:ED;2016-10-07T14:38:00Z;2016-10-07T14:38:00Z;2016-10-07T14:56:00Z;2016-10-07T14:56:00Z;2016-10-07T14:56:00Z
10:41:7F:34:B9:93;2016-10-07T15:21:00Z;2016-10-07T16:37:00Z;2016-10-07T16:37:00Z;2016-10-07T16:37:00Z;2016-10-07T16:37:00Z
10:66:75:7B:37:71;2016-10-07T11:38:00Z;2016-10-07T11:52:00Z;2016-10-07T11:52:00Z;2016-10-07T11:52:00Z;2016-10-07T11:52:00Z
10:68:3F:79:AD:5C;2016-10-07T13:33:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z;2016-10-07T14:14:00Z
10:68:3F:86:26:24;2016-10-07T12:16:00Z;2016-10-07T12:16:00Z;2016-10-07T12:24:00Z;2016-10-07T14:04:00Z;2016-10-07T14:04:00Z
10:68:3F:E3:D5:FD;2016-10-07T13:19:00Z;2016-10-07T13:29:00Z;2016-10-07T13:29:00Z;2016-10-07T13:29:00Z;2016-10-07T13:29:00Z
10:A5:D0:01:2F:95;2016-10-07T12:36:00Z;2016-10-07T14:32:00Z;2016-10-07T14:32:00Z;2016-10-07T14:32:00Z;2016-10-07T14:32:00Z
10:A5:D0:57:A3:8B;2016-10-07T09:31:00Z;2016-10-07T11:21:00Z;2016-10-07T11:21:00Z;2016-10-07T11:21:00Z;2016-10-07T11:21:00Z
14:10:9F:6F:F2:6E;2016-10-07T19:56:00Z;2016-10-07T19:57:00Z;2016-10-07T20:37:00Z;2016-10-07T20:37:00Z;2016-10-07T20:37:00Z
14:5A:05:9C:5A:FB;2016-10-07T16:28:00Z;2016-10-07T17:05:00Z;2016-10-07T17:05:00Z;2016-10-07T17:05:00Z;2016-10-07T17:05:00Z
14:8F:C6:D6:FD:20;2016-10-07T10:51:00Z;2016-10-07T10:59:00Z;2016-10-07T10:59:00Z;2016-10-07T10:59:00Z;2016-10-07T10:59:00Z
14:9A:10:63:1B:74;2016-10-07T14:15:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z;2016-10-07T15:15:00Z
16:AA:99:A9:8C:A2;2016-10-07T16:09:00Z;2016-10-07T16:09:00Z;2016-10-07T16:20:00Z;2016-10-07T16:20:00Z;2016-10-07T16:20:00Z
16:D3:C4:37:C8:2C;2016-10-07T15:42:00Z;2016-10-07T15:42:00Z;2016-10-07T15:56:00Z;2016-10-07T15:56:00Z;2016-10-07T15:56:00Z
18:1E:B0:4E:12:68;2016-10-07T14:13:00Z;2016-10-07T14:22:00Z;2016-10-07T14:22:00Z;2016-10-07T14:22:00Z;2016-10-07T14:22:00Z
18:21:95:8B:65:75;2016-10-07T09:45:00Z;2016-10-07T11:07:00Z;2016-10-07T11:12:00Z;2016-10-07T11:24:00Z;2016-10-07T11:24:00Z
18:21:95:BC:08:3B;2016-10-07T02:50:00Z;2016-10-07T03:49:00Z;2016-10-07T03:49:00Z;2016-10-07T03:49:00Z;2016-10-07T03:49:00Z
18:26:66:13:52:F8;2016-10-07T14:42:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z
18:3A:2D:12:60:3F;2016-10-07T14:35:00Z;2016-10-07T15:47:00Z;2016-10-07T15:47:00Z;2016-10-07T15:47:00Z;2016-10-07T15:47:00Z
18:3A:2D:5A:EB:42;2016-10-07T12:47:00Z;2016-10-07T12:47:00Z;2016-10-07T14:17:00Z;2016-10-07T14:17:00Z;2016-10-07T14:17:00Z
18:E3:BC:1C:70:B3;2016-10-07T19:05:00Z;2016-10-07T19:21:00Z;2016-10-07T19:56:00Z;2016-10-07T19:56:00Z;2016-10-07T19:56:00Z
18:E3:BC:74:6F:DC;2016-10-07T09:14:00Z;2016-10-07T09:26:00Z;2016-10-07T09:26:00Z;2016-10-07T09:26:00Z;2016-10-07T09:26:00Z
1A:E3:BC:1C:70:B3;2016-10-07T19:05:00Z;2016-10-07T19:40:00Z;2016-10-07T19:44:00Z;2016-10-07T19:56:00Z;2016-10-07T19:56:00Z
1C:56:FE:08:85:40;2016-10-07T08:50:00Z;2016-10-07T10:21:00Z;2016-10-07T10:21:00Z;2016-10-07T10:21:00Z;2016-10-07T10:21:00Z
1C:56:FE:08:85:40;2016-10-07T12:39:00Z;2016-10-07T13:04:00Z;2016-10-07T13:04:00Z;2016-10-07T13:04:00Z;2016-10-07T13:04:00Z
1C:66:AA:19:7D:3A;2016-10-07T14:15:00Z;2016-10-07T14:25:00Z;2016-10-07T15:13:00Z;2016-10-07T15:13:00Z;2016-10-07T15:13:00Z
1C:67:58:3A:D2:21;2016-10-07T14:08:00Z;2016-10-07T14:56:00Z;2016-10-07T14:56:00Z;2016-10-07T14:56:00Z;2016-10-07T14:56:00Z
1C:67:58:9E:E5:8F;2016-10-07T08:53:00Z;2016-10-07T10:38:00Z;2016-10-07T10:38:00Z;2016-10-07T10:38:00Z;2016-10-07T10:38:00Z
1C:67:58:A4:98:F3;2016-10-07T06:11:00Z;2016-10-07T06:27:00Z;2016-10-07T06:27:00Z;2016-10-07T06:27:00Z;2016-10-07T06:27:00Z
1E:4A:CE:D8:19:E8;2016-10-07T15:16:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z;2016-10-07T15:23:00Z
1E:D9:42:24:86:93;2016-10-07T13:14:00Z;2016-10-07T13:15:00Z;2016-10-07T13:21:00Z;2016-10-07T13:21:00Z;2016-10-07T13:21:00Z
20:02:AF:AF:D6:3A;2016-10-07T12:45:00Z;2016-10-07T14:15:00Z;2016-10-07T14:15:00Z;2016-10-07T14:15:00Z;2016-10-07T14:15:00Z
20:55:31:0D:5C:B9;2016-10-07T02:47:00Z;2016-10-07T02:58:00Z;2016-10-07T02:58:00Z;2016-10-07T02:58:00Z;2016-10-07T02:58:00Z
20:55:31:E2:69:0B;2016-10-07T18:56:00Z;2016-10-07T20:23:00Z;2016-10-07T20:23:00Z;2016-10-07T20:23:00Z;2016-10-07T20:23:00Z
20:55:31:F6:6F:54;2016-10-07T13:27:00Z;2016-10-07T13:37:00Z;2016-10-07T13:37:00Z;2016-10-07T13:37:00Z;2016-10-07T13:37:00Z
20:62:74:15:52:88;2016-10-07T12:01:00Z;2016-10-07T12:15:00Z;2016-10-07T12:15:00Z;2016-10-07T12:15:00Z;2016-10-07T12:15:00Z
20:64:32:B4:92:6D;2016-10-07T09:04:00Z;2016-10-07T09:15:00Z;2016-10-07T09:15:00Z;2016-10-07T09:15:00Z;2016-10-07T09:15:00Z
20:6E:9C:10:F4:71;2016-10-07T14:18:00Z;2016-10-07T16:00:00Z;2016-10-07T16:00:00Z;2016-10-07T16:00:00Z;2016-10-07T16:00:00Z
20:6E:9C:35:E4:77;2016-10-07T14:10:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z;2016-10-07T15:29:00Z
20:6E:9C:BA:B8:AD;2016-10-07T09:08:00Z;2016-10-07T10:57:00Z;2016-10-07T10:57:00Z;2016-10-07T10:57:00Z;2016-10-07T10:57:00Z
20:6E:9C:BA:B8:AD;2016-10-07T13:23:00Z;2016-10-07T14:11:00Z;2016-10-07T14:11:00Z;2016-10-07T14:11:00Z;2016-10-07T14:11:00Z
20:6E:9C:C8:A9:5D;2016-10-07T14:35:00Z;2016-10-07T14:41:00Z;2016-10-07T14:41:00Z;2016-10-07T14:41:00Z;2016-10-07T14:41:00Z
20:82:C0:20:4F:16;2016-10-07T07:09:00Z;2016-10-07T08:17:00Z;2016-10-07T08:17:00Z;2016-10-07T08:17:00Z;2016-10-07T08:17:00Z
20:82:C0:20:4F:16;2016-10-07T11:30:00Z;2016-10-07T11:30:00Z;2016-10-07T11:45:00Z;2016-10-07T11:45:00Z;2016-10-07T11:45:00Z
20:A2:E4:83:5D:B1;2016-10-07T13:50:00Z;2016-10-07T13:50:00Z;2016-10-07T14:52:00Z;2016-10-07T14:52:00Z;2016-10-07T14:52:00Z
20:A9:9B:BD:86:48;2016-10-07T12:05:00Z;2016-10-07T12:28:00Z;2016-10-07T12:28:00Z;2016-10-07T12:28:00Z;2016-10-07T12:28:00Z
20:D3:90:B6:71:17;2016-10-07T16:09:00Z;2016-10-07T16:24:00Z;2016-10-07T16:24:00Z;2016-10-07T16:24:00Z;2016-10-07T16:24:00Z
22:91:37:B8:3D:F4;2016-10-07T11:12:00Z;2016-10-07T11:13:00Z;2016-10-07T11:20:00Z;2016-10-07T11:20:00Z;2016-10-07T11:20:00Z
24:00:BA:38:52:8C;2016-10-07T22:33:00Z;2016-10-07T23:59:00Z;2016-10-07T23:59:00Z;2016-10-07T23:59:00Z;2016-10-07T23:59:00Z
24:00:BA:38:53:21;2016-10-07T09:03:00Z;2016-10-07T09:36:00Z;2016-10-07T09:36:00Z;2016-10-07T09:36:00Z;2016-10-07T09:36:00Z
24:1F:A0:A9:33:CE;2016-10-07T11:37:00Z;2016-10-07T11:45:00Z;2016-10-07T11:45:00Z;2016-10-07T11:45:00Z;2016-10-07T11:45:00Z
24:1F:A0:EA:8E:7B;2016-10-07T08:34:00Z;2016-10-07T08:41:00Z;2016-10-07T08:41:00Z;2016-10-07T08:41:00Z;2016-10-07T08:41:00Z
24:1F:A0:EA:8E:7B;2016-10-07T11:50:00Z;2016-10-07T11:51:00Z;2016-10-07T13:27:00Z;2016-10-07T13:27:00Z;2016-10-07T13:27:00Z
24:DA:9B:12:F7:6F;2016-10-07T10:33:00Z;2016-10-07T10:33:00Z;2016-10-07T11:07:00Z;2016-10-07T11:07:00Z;2016-10-07T11:07:00Z
24:DF:6A:07:78:D1;2016-10-07T14:53:00Z;2016-10-07T14:53:00Z;2016-10-07T15:28:00Z;2016-10-07T15:28:00Z;2016-10-07T15:28:00Z
24:DF:6A:0C:42:E9;2016-10-07T09:56:00Z;2016-10-07T10:10:00Z;2016-10-07T10:10:00Z;2016-10-07T10:10:00Z;2016-10-07T10:10:00Z
24:DF:6A:0C:42:E9;2016-10-07T12:49:00Z;2016-10-07T13:02:00Z;2016-10-07T13:02:00Z;2016-10-07T13:02:00Z;2016-10-07T13:02:00Z
24:DF:6A:45:68:66;2016-10-07T07:51:00Z;2016-10-07T07:58:00Z;2016-10-07T07:58:00Z;2016-10-07T07:58:00Z;2016-10-07T07:58:00Z
24:DF:6A:45:68:66;2016-10-07T21:02:00Z;2016-10-07T21:18:00Z;2016-10-07T21:18:00Z;2016-10-07T21:18:00Z;2016-10-07T21:18:00Z
24:DF:6A:45:6D:F6;2016-10-07T08:11:00Z;2016-10-07T08:30:00Z;2016-10-07T08:30:00Z;2016-10-07T08:30:00Z;2016-10-07T08:30:00Z
24:DF:6A:4E:DB:CB;2016-10-07T09:33:00Z;2016-10-07T09:42:00Z;2016-10-07T09:42:00Z;2016-10-07T09:42:00Z;2016-10-07T09:42:00Z
24:EC:99:D6:CF:9F;2016-10-07T07:56:00Z;2016-10-07T08:47:00Z;2016-10-07T08:47:00Z;2016-10-07T08:47:00Z;2016-10-07T08:47:00Z
26:D7:4F:AD:68:1E;2016-10-07T14:29:00Z;2016-10-07T14:29:00Z;2016-10-07T14:35:00Z;2016-10-07T14:35:00Z;2016-10-07T14:35:00Z
28:27:BF:60:E3:25;2016-10-07T11:12:00Z;2016-10-07T11:12:00Z;2016-10-07T11:27:00Z;2016-10-07T11:27:00Z;2016-10-07T11:27:00Z
28:27:BF:71:9C:4B;2016-10-07T12:42:00Z;2016-10-07T12:54:00Z;2016-10-07T12:54:00Z;2016-10-07T12:54:00Z;2016-10-07T12:54:00Z
28:27:BF:8F:C3:D9;2016-10-07T13:58:00Z;2016-10-07T13:58:00Z;2016-10-07T15:19:00Z;2016-10-07T15:19:00Z;2016-10-07T15:19:00Z
28:37:37:23:80:DE;2016-10-07T12:22:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z;2016-10-07T14:02:00Z
28:BA:B5:99:BA:2C;2016-10-07T14:43:00Z;2016-10-07T16:17:00Z;2016-10-07T16:17:00Z;2016-10-07T16:17:00Z;2016-10-07T16:17:00Z
28:E1:4C:88:01:31;2016-10-07T11:58:00Z;2016-10-07T12:11:00Z;2016-10-07T12:11:00Z;2016-10-07T12:11:00Z;2016-10-07T12:11:00Z
2A:EE:11:63:B4:5B;2016-10-07T15:11:00Z;2016-10-07T15:13:00Z;2016-10-07T15:18:00Z;2016-10-07T15:18:00Z;2016-10-07T15:18:00Z
2C:54:CF:E5:8F:FC;2016-10-07T11:53:00Z;2016-10-07T11:53:00Z;2016-10-07T12:31:00Z;2016-10-07T12:31:00Z;2016-10-07T12:31:00Z
2C:AE:2B:ED:C3:18;2016-10-07T17:31:00Z;2016-10-07T17:37:00Z;2016-10-07T17:49:00Z;2016-10-07T17:49:00Z;2016-10-07T17:49:00Z
2C:AE:2B:F0:AC:04;2016-10-07T14:30:00Z;2016-10-07T16:25:00Z;2016-10-07T16:25:00Z;2016-10-07T16:25:00Z;2016-10-07T16:25:00Z
30:3A:64:80:A5:02;2016-10-07T13:14:00Z;2016-10-07T13:14:00Z;2016-10-07T15:06:00Z;2016-10-07T15:06:00Z;2016-10-07T15:06:00Z
30:75:12:26:4F:A3;2016-10-07T08:56:00Z;2016-10-07T09:02:00Z;2016-10-07T09:02:00Z;2016-10-07T09:02:00Z;2016-10-07T09:02:00Z
30:75:12:FA:D3:4D;2016-10-07T09:31:00Z;2016-10-07T09:37:00Z;2016-10-07T10:15:00Z;2016-10-07T10:15:00Z;2016-10-07T10:15:00Z
30:76:6F:F3:F5:30;2016-10-07T18:45:00Z;2016-10-07T19:52:00Z;2016-10-07T19:52:00Z;2016-10-07T19:52:00Z;2016-10-07T19:52:00Z
